question_id,title,body,tags
1057632,Complex Mean Value Theorem: Counterexamples [closed],"Closed . This question needs to be more focused . It is not currently accepting answers. Want to improve this question? Update the question so it focuses on one problem only by editing this post . Closed 9 years ago . Improve this question This thread is just to collect some examples... Given an open domain $\Omega\subseteq\mathbb{C}$. Consider a holomorphic function $f:\Omega\to\mathbb{C}$. What would be a counterexample to:
$$f(b)-f(a)=f'(c)(b-a)\quad(c\in\Omega)$$
and when does even the estimate fail:
$$|f(b)-f(a)|\leq\|f'\|_\infty|b-a|$$ Feel free to post anything related you have in mind!","['examples-counterexamples', 'derivatives', 'complex-analysis']"
1057634,Behavior of Non-Hyperbolic Equilibria?,"So I'm working on a differential equation problem concerning epidemics - we're using the Kermack-McKendrick model.  I've reached a point where I need to sketch phase portraits near my equilibria, however, I'm a little lost with my results.  After evaluating my equilibria via the jacobian matrix (once I've linearized) I end up with eigenvalues of $\lambda=0$ and $\lambda=-a$, ($a>0$) So since I have a real $\lambda=0$ I have a non-hyperbolic equilibira correct?  Does this negate my linearization? Is this not a robust case?  When I look at the trace-determinant criteria the only value that I can interpret would be when $-a=0$ at which point I think I have a star point but I'm not entirely sure... I could use some direction as to best sketch a phase portrait here... If it helps, the system I am modeling is: $$S'=-rIS$$
$$I'=rIS-aI$$","['dynamical-systems', 'ordinary-differential-equations']"
1057656,What is the value of the constant C?,The curve $y=Cx^{\frac{1}{5}}$ (where  C is constant) is tangent to the line $y=\frac{x}{20}+\frac{32}{5}\:$ somewhere. What is the value of constant C?,"['calculus', 'derivatives']"
1057667,Applying a function to both sides of an equation doesn't change it?,Why is it that applying a function to both sides of an equation doesn't change it? Can this be proven? Can you point to some material to read more about this?,"['algebra-precalculus', 'functions']"
1057685,Solving $\sin\theta -1=\cos\theta $,"Solve$$\sin\theta -1=\cos\theta $$ Steps I took to solve this: $$\sin^{ 2 }\theta -2\sin\theta +1=1-\sin^2\theta $$ $$2\sin^{ 2 }\theta -2\sin\theta =0$$ $$(2\sin\theta )(\sin\theta -1)=0$$ $$2\sin\theta =0, \sin\theta -1=0$$ $$\quad \sin\theta =0, \sin\theta =1$$ $$\theta =0+\pi k, \theta =\frac { \pi  }{ 2 } +2\pi k$$ Why is $\theta =0+\pi k$ wrong?","['trigonometry', 'algebra-precalculus']"
1057693,Comparison of the change of variable theorem,"I would like to compare the change of variable theorem for 1 variable and more. What are the differences, in which case we need stronger assumptions? How do they differ? What is the best way to write the theorems for comparison? Multivariable: Let $\varphi : \Omega \rightarrow \mathbb{R}^n$ (where $\Omega \subset \mathbb{R}^k$ and $k\leq n)$ be injective and differentiable with continuous partial derivatives. Then for every $f: \varphi(\Omega) \rightarrow \mathbb{R}^n:$ $$\int_{\varphi(\Omega)} f(y) dy=\int_\Omega f(\varphi(x))|J\varphi(x)| dx,  $$ One variable: If $\varphi:[a,b] \rightarrow I \subset \mathbb{R}$ has continuos derivative. Let $f:I \rightarrow \mathbb{R}.$ Then: 
$$\int_{\varphi(a)}^{\varphi(b)} f(y) dy=\int_{a}^{b} f(\varphi(x))\varphi'(x) dx$$ I think that the $1-1$ function in multivariable is an important difference, but I don't know why I need this assumption?","['multivariable-calculus', 'calculus', 'integration', 'real-analysis']"
1057710,How did we get $ p\sum_{n=1}^{∞} (1-p)^{n-1}=\frac{p}{1-(1-p)}$,"I am not sure how we got below expression..
$$\sum_{n=1}^{∞} P(X=n)= p\sum_{n=1}^{∞} (1-p)^{n-1} = \frac{p}{1-(1-p)} = 1$$ I understand that we calculate expected value for n trials using linearity of expectations. I just do not understand algebraic part : 
$$\sum_{n=1}^{∞} (1-p)^{n-1} = \frac{1}{1-(1-p)}$$ Can someone explain this? Thanks","['probability-distributions', 'sequences-and-series', 'algebra-precalculus']"
1057720,An infinite set of non-intersecting discs must be countable,Prove that any set of non-intersecting discs on the plane is countable. I literally have no idea on how to tackle this question.,"['elementary-set-theory', 'real-analysis']"
1057748,Squeeze theorem with infinite limits,"Let f,g be functions that are defined in the area of $x_0$ (Except $x_0$ itself) $f(x) \ge g(x)$ Given the limit $ \lim_{x \to x_0}g(x) = \infty $ Prove that $ \lim_{x \to x_0}f(x) = \infty $ It seems logic that if $g(x)$ approaches some value where its height (limit) is at infinity, any other functions above $g(x)$ are at infinity too in this area, but I don't know what is the right approach proving this. some help? :)","['calculus', 'functions', 'limits']"
1057752,Is my proof that $\sum \frac{(-1)^n}{n+\frac{10100}{n}}$ is convergent valid?,"I want to answer whether the following series is convergent or divergent: $$\sum_{n=1}^{\infty} \frac{(-1)^n}{n+\frac{10100}{n}}$$ Alternating series test seems like a good idea. So if I prove that $\frac{1}{n+\frac{10100}{n}}$ is monotone for large $n$ and converges to $0$ then I'm done. Convergence to $0$ is trivial so all I need to do is to prove that the sequence is monotone, for sufficiently large $n$. Here is what I've done: $\frac{1}{n+1+\frac{10100}{n+1}}-\frac{1}{n+\frac{10100}{n}}=\frac{n+\frac{10100}{n}-n-1-\frac{10100}{n+1}}{(n+1+\frac{10100}{n+1})(n+\frac{10100}{n})}$ The denominator is always positive so I'm only examining the numerator now. $n+\frac{10100}{n}-n-1-\frac{10100}{n+1}=\frac{10100(n+1)-10100n-n(n+1)}{n(n+1)}$ Again, the denominator is always positive, so let's examine the numerator. $10100(n+1)-10100n-n(n+1)=10100-n^2-n=10100-(n^2+n)$ which is less than zero for sufficiently large $n$. That means that for sufficiently large $n$ the sequence is monotonely decreasing so we can finish by saying our series is convergent by alternating series test. Is everything correct with my logic? Could this be done simpler?","['sequences-and-series', 'calculus', 'limits']"
1057764,Showing inequalities for $l^p$ sequences,"If I show that an inequality (e.g. Holder or Minkowski) holds for the $L^p$ space, then can I automatically conclude that the inequality also holds for $\ell^p$ sequences, just by integrating wrt. the counting measure?
Thanks!","['measure-theory', 'functional-analysis', 'lp-spaces']"
1057793,Cancellation in topological product,"I was wondering whether $M\times \mathbb{R}$ is homeomorphic to $N\times \mathbb{R}$ implies $M$ is homeomorphic to $N$, where let us say $M,N$ are smooth manifolds. (They are certainly homotopy equivalent.) More generally what if $\mathbb{R}$ is replaced by some other manifold say $\Sigma$? Any possible approach/idea?","['general-topology', 'manifolds', 'differential-geometry']"
1057794,"Another way to prove that if n$^{th}$-degree polynomial $r(z)$ is zero at $n+1$ points in the plane, $r(z)\equiv 0$?","The original problem is as follows Let $p$ and $q$ be polynomials of degree $n$. If $p(z)=q(z)$ at $n+1$ distinct points of the plane, the $p(z)=q(z)$ for all $z\in \mathbb{C}$. I attempted showing this is by taking the polynomial $r(z)=p(z)-q(z)$. Since both $p(z)$ and $q(z)$ are both polynomials of degree $n$, $r(z)$ can either be identically zero ($r(z)\equiv 0$), or it can be a polynomial of a degree less than $n$. However, if $p(z)=q(z)$ at $n+1$ distinct points, then $r(z)=0$ at $n+1$ points, which can only happen if $r(z)\equiv 0$ by the fundamental theorem of algebra. Hence, $p(z)=q(z)$. $\blacksquare$. Is this the correct way to prove this? Is there another way? I'm asking this because I immediately jumped to this proof, and usually I'm wrong with these problems that are at the end of the problem set for a subsection.","['complex-numbers', 'algebra-precalculus', 'complex-analysis', 'polynomials']"
1057819,Is 128 the only multi-digit power of 2 such that each of its digits is also a power of 2?,"The number $128$ can be written as $2^n$ with integer $n$, and so can its every individual digit. Is this the only number with this property, apart from the one-digit numbers  $1$, $2$, $4$ and $8$? I have checked a lot, but I don't know how to prove or disprove it.",['number-theory']
1057827,"A space is completely regular if and only if it is homeomorphic to a subspace of $[0,1]^ J$ for some $J$","This is a theorem from Topology by James Munkres. Theorem 34.3 A space is completely regular if and only if it is homeomorphic to a subspace of $[0,1]^ J$    for some $J$ The book merely states that this theorem is an immediate corollary of the fact that the existence of a family of continuous functions that separate points from closed sets in a space $X$ is equivalent, for a space $X$ in which one-point sets are closed, to the requirement that $X$ be completely regular. I have proved the right direction, that is, if a space is completely regular then it is homeomorphic to a subspace of $[0,1]^ J$    for some $J$. However, I don't see how I can show that a space $X$ that is homeomorphic to a subspace of a cube is completely regular. One more question after looking at the book again regarding the third paragraph. The existence of a family of continuous functions that separate points from closed sets in a space X, implies, for a T1 space X, that X is completely regular. I see that in this case, for any point $x \in X$ and each closed set $A$ not containing $x$, $A^{c}$ is an open neighborhood of $x$ so there is a continuous map $f_{\alpha}$ in the family that is positive at $x$ and vanishes outside $A$. But the definition of completely regular in this text says that a space $X$ is T1 and for each point $x_0$ and each closed set $A$ not containing $x_0$, there is a continiuous function $f: X \to [0,1]$ such that $f(x_0)=1$ and $f(A)={0}$. However, the fact above only guarantees that $f_{\alpha}(x) \gt 0$ and not $f_{\alpha}: X \to [0,f_{\alpha}(x)]$. So how does the existence of such a family guarantee that $X$ be completely regular? Any solutions, hints or suggestions would be appreciated.",['general-topology']
1057838,Simple second order differential equation of the form $f''(x)+ h(x) = 0$,"The problem is as follows: The movement equation for a pendulum for some mass hanging in a weightless thread with the length $L$ is as follows: $$\frac{d^2a}{dt^2} + \frac{g}{L}\sin(a) = 0$$ Where $a$ is the starting angle (in radians) and $g$ is the acceleration of gravity. Determine the position of the pendulum after a second if $L = 0.2$m and if the starting angle of the pendulum is $3$ degrees and the velocity is $0$m/s. You may also use the approximation $\sin(a) = a$. My thoughts on it Well, why not just move over the $(g/L)\sin(a)$ term to the right hand side and find the indefinite integral of both sides twice? I'm pretty sure that's not what you're supposed to do however and I'm frankly stumped. All the problems I've done so far has been of the form $f''(x) + f'(x) + f(x) = 0$. The answer provided is: $a = (\pi/60)\cos\sqrt{5g}$ which is approximately $2.26$ degrees.","['ordinary-differential-equations', 'calculus']"
1057840,Easy little geometry prob,"If a chord divides a circle into parts with areas in ratio 5:7, what is the angle between a tangent line to the circle at one of the ends of the chord and the chord?
(1) 15° (2) 75° (3) 90° (4) 115°. I tried using sines theorem and drawing the centered triangles out, but I'm not sure how to figure out the angle out.",['geometry']
1057857,Gap in count of bases for which a number's representation is palindromic (by concatenation of decimal representations),"I have written a small program that calculates the base representation of a number, and checks if that representation is a palindrome (also check if the length is at least 2, since a length of 1 is trivially palindromic). What I have found is that there is a ""gap"", which becomes larger as the numbers that are considered goes higher. In the image below, I have considered all numbers from 2 to 30000. There also seems to be 2 smaller gaps forming in between each of the ""segments"". Is there a reason that there is a gap? Edit : the condition on being palindromic are considering the concatenation of the decimal representations using code found here: https://stackoverflow.com/questions/10184577/java-recursion-program-convert-a-base-10-number-to-any-base . For example, I consider 5999 palindromic in base 111, because its representation is 54 : 5 (base 111), and the concatenation of the digits (545) is palindromic. Here is considering all numbers $\le 3*10^4$: Here is considering all numbers $\le 10^5$:","['palindrome', 'number-theory']"
1057862,Show the level curves of $\log|f(z)|$ are orthogonal to those of $\operatorname{arg}(f(z))$.,"Question: Suppose $f(z)$ is analytic in a neighbourhood where $f(z) \neq 0$. Show the level curves of $\log|f(z)|$ are orthogonal to those of $\operatorname{arg}(f(z))$. Here, I know I should use some of the angle preserving properties of conformal maps although I'm not sure how to begin. First, how do we characterize the level curves of $\log|f(z)|$?",['complex-analysis']
1057866,What does it mean u(dx) in the Fourier transform of a probability measure u?,"Let $\mu$ be a probability on $\mathbb{R}^n$ and consider its Fourier transform $\overset{\wedge}{\mu} (u) = \int e^{i (u ,x)} \mu( dx)$, where $(u, x)$ is the scalar product of $u$ and $x$. What does it mean $\mu( dx)$? Thank you!","['stochastic-processes', 'measure-theory', 'probability-theory', 'stochastic-calculus', 'probability-distributions']"
1057873,Taylor series of $f(x) = \arctan(x)$ converges to $\arctan(x)$,"I have to find out the Taylor series of $f(x) = \arctan(x)$ and prove that it converges to $f(x)$ for any $x \in (-1, 1) $. So far I determined the Taylor series to $T_f(x) = \sum \limits_{k=0}^{\infty} (-1)^k \frac{x^{2k+1}}{2k+1} $ . With the ratio test, I proved convergence for $x^2 \lt 1$ which is satisfied by the domain of definition of $x$. But how do I continue proving that $T_f(x)$ converges to $\arctan(x)$ for $-1 \lt x \lt 1$ ? 
Splitting up the series in positive and negative parts didn't help me either. EDIT : I just noticed the following: $T_f = \sum \limits_{k=0}^{\infty} \frac{x^{4k+1}}{4k+1} - \sum \limits_{k=0}^{\infty} \frac{x^{4k+3}}{4k+3} $ is the series split up in a positive and negative one. If I derive both, I get $T'_f = \sum \limits_{k=1}^{\infty} x^{4k} - \sum \limits_{k=1}^{\infty} x^2 x^{4k}$ ; can I apply the formula for geometric series here? EDIT 2 : If I apply $\sum \limits_{k=0}^{\infty} a_0 q^k $ with $x^{4k} = (x^4)^k $ thus $q=x^4$ I get  $T'_f = \frac{1}{1-x^4} - \frac{x^2}{1-x^4} = \frac{1-x^2}{(1-x^2)(1+x^2)} = \frac{1}{1+x^2}$ which is the exact derivative of $\arctan(x)$. What do you think about that?","['taylor-expansion', 'limits', 'sequences-and-series', 'analysis']"
1057878,Finding the Lie derivative of a 2-form exercise,"Let $\beta=-x dx \wedge dy + ydy \wedge dz$. The vector field is $X=(y,0,z)$.Find the Lie derivative. I try that $\begin{align}L_X \beta &=L_X (-x dx \wedge dy + ydy \wedge dz) = -x L_X(dx \wedge dy)+ y L_X(dy \wedge dz) \\ &= -x [ L_X(dx) \wedge dy + dx \wedge L_X(dy) ]+ y [ L_X(dy) \wedge dz + dy \wedge L_X(dz) ] \\ &= -x [ dL_X(x) \wedge dy + dx \wedge dL_X(y) ]+ y [ dL_X(y) \wedge dz + dy \wedge dL_X(z) ]
\end{align}$ but how do I evaluate this further. I cannot see what $L_X(x)$ for example would be?","['calculus', 'differential-geometry', 'differential-forms', 'partial-derivative', 'derivatives']"
1057892,Differential equation with a unknown function $g$ but a known solution.,"Say we have an equation $y'+g(x)y=3x, x>0$. We know one solution to this FDE: $y(x) = x^2$ How can we know if there's a solution which satisfies $y(1) = 2$? Questions I'd like answered Q1: First and foremost, how do I go about solving the problem I have listed? Q2: If I understand correctly, this is a first-order linear ordinary differential equation . However, is there any known term for the problem I have, where you have an unknown function $g(x)$. Q3: Is $g(x)$ to be considered a coefficient for our differential equation (where we are searching for $y$).","['ordinary-differential-equations', 'calculus', 'integration']"
1057896,"Examples of orthonormal bases for $L^2[0,1]$ that are not trigonometric?","What are examples of orthonormal bases for $L^2([0,1],dx)$? For instance, the following trigonometric polynomials are orthonormal basis
$$\left\{1, \sqrt{2}\sin(2\pi jx),\sqrt{2}\cos(2\pi j x),\;j=1,2,\dots,\right\}$$ I know, that Legendre polynomials serve as a basis for $L^2([-1,1], ds)$, and that they are obtained as a result of Gram-Schmidt applied to $\left\{1,x^2,x^3,\dots\right\}$. When I apply Gram-Schmidt to those regular polynomials, the first two term are $\left\{1,2\sqrt{3}x-\sqrt{3}\right\}$, but latter terms become messy. So the first question is whether there is recursive expression for the orthonormal basis for $L^2[0,1]$ based on regular polynomials, so that it can be used easily in numerical applications? I'm also wondering what are other examples of orthonormal bases of $L^2[0,1]$, useful for numerical purposes. For example, Haar system is a basis for this space, but it does not approximate smooth functions well.","['fourier-series', 'functional-analysis', 'numerical-methods']"
1057917,Simple paper cuts problem,"If the cuts of a piece of paper were done the way as shown, which of the four possibilities would we get? I drew out the whole piece of paper, but instead of cuts I just drew black lines, and with them I get confused, because it should be real cuts instead. Not sure which one would match.",['geometry']
1057951,How can I prove the pattern $\sqrt{1 + 155555…5} = 2 \sqrt{3888…89}?$,"How can I prove this $$\sqrt{1+155}=2\sqrt{39}$$
  $$\sqrt{1+1555}=2\sqrt{389}$$
  $$\sqrt{1+15555}=2\sqrt{3889}$$
  $$\sqrt{1+155555}=2\sqrt{38889}$$","['square-numbers', 'number-theory']"
1057965,Surface area of this helicoid?,"What is the surface area of the paramatized helicoid 
$$X(r,s)=(r\cos(s), r\sin(s), s)$$ 
with $0\leq r \leq 1$ and $0\leq s \leq 2n\pi$, where $n$ is a positive integer? I attempted to take the standard normal vector with the two tangent vectors 
$$T_r=(\cos(s),\sin(s),0) \text{ and } Ts=(-r\sin(s),r\cos(s), 1).$$ and I got the cross product of these two as $\sin(s)i+\cos(s)j+ rk$. Then when I took the length of this I got $\sqrt{r^2+1}$. I don't know how to integrate this function and I also wanted to be sure that I did the rest of the set up correctly.","['multivariable-calculus', 'calculus']"
1057984,Most general definition of homomorphism and isomorphism,"What is the most general definition of homomorphism and isomorphism?  It is clear what they mean when there is an algebraic structure to be preserved, but what about when there is no such structure?  Are homomorphism and isomorphism still relevant concepts? For example, the statement ""the real numbers are isomorphic to the equivalence class of Cauchy sequences in the completion of the rational numbers"" means what exactly?  Does such a statement presuppose the normal definitions of + and * on the reals and on Cauchy sequences? In other words, are homomorphism and isomorphism very general concepts that can be used without specifying the operations, or not?","['general-topology', 'abstract-algebra', 'definition']"
1058017,Det(AB)=0: what is the determinant of A and B,"True or false.
If the determinant of AB is zero, then the determinant of A is zero or the determinant of B is zero. I put true in my exam. After all det(A)det(B)=det(AB). Why was I wrong? The answer is apparently is wrong.","['matrices', 'determinant']"
1058022,Is {0} a free module?,"Is $\{0\}$ a free module (over any ring $R$) ? A free module is isomorphic to $R^n$, but is $n=0$ allowed? Alternatively, a free module is defined to have a set of linearly independent generating sets, in this case it would be $0$ but I recall by definition in the case of vector spaces that $0$, by itself, is dependent. However $\{0\}$ is torsion free as the only torsion element is $0$. (I know torsion free does not imply free, but this fact seemed relevant to me). The thing is, there is a result I need to use which has free modules among the hypothesis and I am too lazy now to check if the proof of that result is ok for $\{0\}$.","['modules', 'abstract-algebra']"
1058036,Why only densely defined operators can have an adjoint operator?,Why is it impossible or making no sense to define an adjoint operator for a non-densely defined operator?,"['hilbert-spaces', 'functional-analysis']"
1058041,How can I differentiate this equation?,"I need to differentiate this: $$
y = b(e^{ax}-e^{-ax})
$$ I've got the solution from a book, but I don't found the process to differentiate it. The solution is: $$
y = ab(e^{ax}+e^{-ax})
$$ Here is my own process: $$
y = b(e^{ax}*(1-\frac{e^{-ax}}{e^{ax}})
$$ $$
ln(y) = ln(b)+ax+ln(1-\frac{e^{-ax}}{e^{ax}})
$$ $$
\frac{1}{y}\frac{dy}{dx} = a+\frac{1}{1-\frac{e^{-ax}}{e^{ax}}} = a+1-e^{2ax}
$$ $$
\frac{dy}{dx} = (a+1-e^{2ax})*(b(e^{ax}-e^{-ax}))
$$ Can someone help me, please?","['logarithms', 'calculus', 'derivatives']"
1058084,Formally proving that $E(|X|) < \infty \iff \sum_{n=1}^{\infty}P(|X|\geq n) < \infty$?,"In other words, I have to prove that $\int_{-\infty}^{\infty}|x|f(x)dx < \infty \iff\sum_{n=1}^{\infty}P(|X|\geq n) < \infty$
where $f(x)$ is the density function. I know that the summation could be re-written as $\sum_{n=1}^{\infty}nP(n\leq|X|< n+1)$
I feel like I'm close but I know this is not enough. What am I missing? Any help would be apprieciated!","['probability-theory', 'probability-distributions', 'probability']"
1058086,Definite integrals with interesting results [closed],"Closed . This question needs to be more focused . It is not currently accepting answers. Want to improve this question? Update the question so it focuses on one problem only by editing this post . Closed 9 years ago . Improve this question I just stumbled across the fact that $\int_{-\infty}^{+\infty}{e^{-x^2}dx}=\sqrt{\pi}$. This intrigued my already-existing interest in integrals. It made me wonder, are there other integrals with crazy results?","['definite-integrals', 'integration', 'soft-question']"
1058125,Describing integral closure of quadratic number fields,I'm facing the following problem. Let $p$ be a prime and $ K=\mathbb{Q}(\sqrt{p}) $. I'm trying to find the integral closure of $ \mathbb{Z} $ in $ K $. I don't really know where to start. I've managed to prove that $ \mathbb{Z}[\sqrt{p}] $ is in the integral closure and I'm almost sure $ \mathbb{Q} $ is not. I can't think of a systematic way to approach this. I would appreciate any help.,"['commutative-algebra', 'algebraic-number-theory', 'abstract-algebra']"
1058189,Can arithmetic and geometric genus be arbitrary?,"I'm reading about genuses from Liu's book ""Algebraic Geometry and Arithmetic Curves"". There he defines arithmetic genus of a projective curve and geometric genus of a smooth projective variety. As far as I understand, a projective curve is a projective variety. So, if $m,n\in \mathbb{Z}$ and $m\geq 0$ are arbitrary, is there always a projective curve $C$ over a field $k$ such that $p_a(C)=n$ and $p_g(C)=m$? If not, can we somehow classify those integer pairs which satisfies $p_a(C)=n$ and $p_g(C)=m$ (probably with respect to $k$)?",['algebraic-geometry']
1058194,"Determining answers to a true/false test by guessing optimally ($k2^{k-1}$ questions, $2^k$ attempts)","A student has to pass a exam, with $k2^{k-1}$ questions to be answered by yes or no, on a subject he knows nothing about. The student is allowed to pass mock exams who have the same questions as the real exam. After each mock exam the teacher tells the student how many right answers he got, and when the student feels ready, he can pass the real exam. Show that if the student is good at combinatorics he can guess all the answers after only $2^{k}$ mock exams. For those who prefer a more formal presentation of the problem: if $E=\{1,-1\}^{N}$ we seek $n$ so that for some vectors $v_{1},v_{2}, \ldots, v_{n}\in E$
\begin{align*}
\phi\colon E &\rightarrow \mathbb{N}^{n},\\
v &\mapsto (\langle v,v_{1}\rangle, \langle v,v_{2}\rangle, \ldots, \langle v,v_{n}\rangle)
\end{align*}
is injective. Show that it is possible to find such vectors when $N=k2^{k-1}$ and $n=2^{k}$. It is possible to use duality to transform again the problem. We seek a $n\times N$ matrix $M$ such that $v\mapsto Mv$ is injective over $E$. If $X$ is the formal polynomial vector $X=(X_{1},X_{2}, \ldots,X_{n})$ then $v\mapsto Mv$ is injective iff $v\mapsto \langle X,Mv \rangle$ also is. But $\langle X,Mv \rangle = \langle M^{T}X, v \rangle$ and it is easily seen that $v\mapsto \langle M^{T}X,v \rangle$ is injective iff the $N$ column vectors $x_{i}$ of $M$ are such that $\sum_{i\in I} x_{i}\neq \sum_{j\in J} x_{j}$ for any two different subsets $I$, $J$ of $\{1,\dots,N\}$. This problem comes from an olympiad-like contest. The original problem was formulated with 30 questions and the aim was to prove that the student could guess with 24 trials. One of my teachers came up with the result above (which would give 16 trials for 30 questions), but I can't remember his proof or find another one by myself. I tagged this information theory because some probabilistic arguments show that it is impossible to do better than this asymptotically. More precisely, if we choose the coordinates of the $v$ defined above randomly, then
\begin{equation*}
N =  H(\phi(v))
\leqslant  \sum_{i} H(\langle v,v_{i} \rangle) = nH(B(N,1/2)) \sim (n/2)\log_{2}(N)
\end{equation*}
where $H$ designates entropy. With $N=k2^{k-1}$ we get $n\geqslant c\frac{k2^{k}}{k-1+\log_{2}(k)}\geqslant c2^{k}$ for all $c<1$ and $k$ large enough.","['contest-math', 'information-theory', 'integer-programming', 'linear-programming', 'combinatorics']"
1058200,Describes Equivalence Classes,"Let $R$ be the relation on the natural numbers defined by $(a,b)\in R$ if and only if $2\mid(a+b)$ I already proved this was an equivalence relation, but how do I determine the number of equivalence classes and describe them? Help is appreciated.","['relations', 'equivalence-relations', 'discrete-mathematics']"
1058206,Is this sequence a recurrence relation?,"$21, 36, 55, 60, 67, 68, 92, 93, 125$ I thought maybe it's $T_{2n + 4} + 2(n + 4)$ and I tried a few other formulas involving triangular numbers. I also tried variations on the Fibonacci sequence, like adding $2$ to some terms. This riddle has me stumped.","['sequences-and-series', 'number-theory']"
1058207,endomorphism of finite groups,"Have $\mathcal{G}$ denote the set of finite groups with at least $2$ elements. How would I go about showing that if $G \in \mathcal{G}$, then $\left|\text{End}(G)\right| \le \sqrt[p]{\left|G\right|^{\left|G\right|}}$, where $\left|\text{End}(G)\right|$ is the number of endomorphisms of $G$ and $p = p(G)$ is the greatest prime divisor of $\left|G\right|$. What are the groups in $\mathcal{G}$ such that we obtain equality in the inequality? Any help appreciated!","['finite-groups', 'group-theory', 'abstract-algebra']"
1058212,$GL_n(\mathbb{F})$ contains a copy of $\mathbb{F}^{n-1}$,"It is a fact of matrix multiplication that
$$\left(
\begin{matrix}
1 & a & b \\&1&\\&&1
\end{matrix}
\right)
\left(
\begin{matrix}
1 & a' & b'\\&1&\\&&1
\end{matrix}
\right)
=
\left(
\begin{matrix}
1 & a +a'&b+b' \\&1&\\&&1
\end{matrix}
\right).
$$ Therefore $GL_n(\mathbb{F})$ contains a copy of the abelian group $\mathbb{F}^{n-1}$. Can we show that it does or does not contain a copy of $\mathbb{F}^n$, or any higher power? Edit: Derek points out that, for even $n$, $\frac {n^2}{4}$ and for odd $n$, $\frac{n^2-1}{4}$ are possible. Can we show this the is highest value which is possible for all fields (while of course for specific fields higher may be possible)?","['matrices', 'linear-algebra', 'group-theory']"
1058272,Counterexamples to Brouwer’s fixed point theorem,"Brouwer’s fixed point theorem states that for any compact convex set $X$, a continuous mapping from $X$ to $X$ has at least ones fixed point. If we replace the convex condition with let's say connectedness (i.e. there is no separation by two disjoint open sets) then what space and map would have no fixed points? I've trying to think of subsets of $\mathbb{R}^2$ that I can do this with, but nothing comes to mind. Any ideas?","['general-topology', 'algebraic-topology', 'real-analysis']"
1058319,Finding $\tan \pi/8$ from $\sqrt{1+i}$.,"I want to prove that $\tan \pi/8 = \sqrt{2} - 1$ using $\sqrt{1+i}$ in some way. Write: $\sqrt{1+i} = a+bi$, and let's find $a$ and $b$. We have: $$1+i = a^2+b^2 + 2abi,$$ so $a^2+b^2 = 1$ and $ab = 1/2$. This already seems wrong to me, because we know that $|1+i| = \sqrt{2} \implies |\sqrt{1+i}| = \sqrt[4]{2},$ regardless of what root we choose. Let's pretend everything is ok. Substituition gives $$a^2 + \frac{1}{4a^2} = 1 \implies a^4 - a^2 + \frac{1}{4} = 0 \implies a^2 = \frac{1}{2} \implies a = \pm \frac{\sqrt{2}}{2},$$ and $$b = \pm\frac{1}{2\frac{\sqrt{2}}{2}} = \pm\frac{\sqrt{2}}{2} = a.$$ And writing $1+i = re^{i((\pi/4)+2k\pi)}$, we get the roots are given by $\sqrt[4]{2}e^{i((\pi/8)+k\pi)}$. Now, $z = x+iy \implies \tan \arg(x+iy) = y/x$ would give us $\tan \pi/8 = 1$! Can someone give me a light here? It must be simple, but I'm failing to make sense of this. Thanks. Yes, I know better ways to find $\tan \pi/8$. I want to do it this way.","['complex-numbers', 'algebra-precalculus']"
